id,ret
349,"""Hello! If you find it difficult to balance the jetski at a standstill, please follow this procedure:
1. Have your passenger steady the watercraft while you, the operator, pull yourself up onto the platform into a seating position and balance it.
2. Attach the lanyard to your wrist and connect it to the engine shut-off switch, then start the engine and let it idle.
3. As the watercraft begins to accelerate slightly, your passenger should pull themselves up onto the platform, kneel, and then carefully crawl onto the seat.
4. Once both are seated, you can accelerate to planing speed and then reduce the throttle to your desired running speed."""
350,"""The maximum load for the jetski is 160 kg (353 lb)."""
351,"""Hello! The base station is the central unit of your landline system. It manages the phone line connection, powers the devices, and acts as the charging dock for the handset.<PIC> For the XL490 model, it weighs 87 grams, and for the XL495, it weighs 106 grams, with dimensions of 57.5 x 125.5 x 85 mm for both."", [""Manual22_18""]"
352,"""To connect your landline base station, first plug one end of the power adapter into the DC input jack on the bottom of the base station and the other end into a wall power outlet.<PIC> Then, connect one end of the telephone line cord into the telephone socket on the base station and the other end into your wall telephone socket.<PIC>

If you use a DSL internet service over your phone line, you should install a DSL filter on the line cord connection to prevent noise or interference."", [""Manual22_22"", ""Manual22_7""]"
353,"""Hello! To install your landline handset, please follow these steps carefully. First, remove the battery tape from the compartment to activate the pre-installed batteries. <PIC> Then, place the handset on the base station to charge it for at least 8 hours before initial use. Finally, for the handset to work, you need to register it with the base station. You can try placing the unregistered handset on the base station for automatic registration, or follow the manual registration process in the phone's menu if needed. <PIC> <PIC> The default system PIN for registration is 0000."", [""Manual22_22"", ""Manual22_23"", ""Manual22_19""]"
354,"""To check the battery level of your cordless phone handset, look for the battery icon on the handset's screen while it is in standby mode.<PIC><PIC> For the charging case, press the battery level display button on its side to see the remaining power."", [""Manual22_29"", ""Manual22_30""]"
355,"""Hello! If your landline handset is showing a searching status, please try the following steps to resolve the issue:

1. **Check the base station:** First, make sure the base station has a proper power supply and is turned on.
2. **Register the handset:** Ensure the handset is correctly registered to the base station. If it prompts you to register, place the handset on the base station until the signal bar appears.<PIC>
3. **Reduce distance and interference:** Move the handset closer to the base station and avoid placing the base station near other electronic devices which may cause signal interference.

If these steps do not work, or if you need further assistance with the registration process, please let me know."", [""Manual22_58""]"
356,"""You can understand the current status of your landline by observing the different behaviors of its LED indicator. <PIC> To view or configure these settings, please navigate through the phone's menu to: **[Menu] > [Phone setup] > [LED status]**. From there, select either **[Events status]** or **[Charge status]** to see the corresponding table in the user manual that explains what each light pattern means."", [""Manual22_46""]"
357,"""Hello, you can check the current system status of your landline's base station through different LED indicator behaviors. The LED uses specific light patterns, such as a steady glow or various blinking sequences, to indicate its operational state.<PIC><PIC><PIC><PIC> For the detailed meaning of each pattern, please refer to the section on ""Behavior of the LED indicator on the base station"" in your phone's user manual. If you need further interpretation or assistance, our support team is here to help."", [""Manual22_14"", ""Manual22_15"", ""Manual22_16"", ""Manual22_17""]"
358,"""To lower the roll bar, first ensure it's only done when absolutely necessary for low clearance. The steps are: remove the hairpin cotters and the two pins, lower the roll bar to one of the two down positions<PIC>, then reinstall and secure the pins with the cotters.

Important safety reminders: Do not wear the seat belt when the roll bar is down, drive slowly and carefully, and always raise it back up as soon as you can."", [""Manual23_32""]"
359,"""To adjust the rear-shock assemblies for a lawn mower with a suspension system, first ensure the left and right assemblies are always set to the same position.<PIC> The adjustment slots have detent positions for reference (softest to firmest), but you can position the assemblies anywhere in the slot to change the ride feel. Simply slide each assembly to your preferred location within its slot for a smoother or firmer ride. Refer to Figure 14 in your manual for a visual guide."", [""Manual23_38""]"
360,"""Hello! To adjust the height of cut on your lawn mower with an electric deck lift, first push the deck-lift switch up to raise the deck or down to lower it. Then, select the corresponding hole in the height-of-cut bracket for your desired cut height<PIC> and insert the pin to secure it<PIC>. Remember, whenever you change the cutting height, you should also adjust the anti-scalp rollers accordingly."", [""Manual23_55"", ""Manual23_56""]"
361,"""When loading the machine onto a trailer or truck, operate it with caution on a ramp and ensure you maintain a safe distance from any hazards. Always park the machine on a level surface with the engine off and the parking brake engaged before loading or unloading."""
362,"""Hello! To unload your lawn mower safely, please ensure you are parked on a flat, level surface with the parking brake fully engaged and the engine turned off. Push the blade-control switch to the OFF position and remove the key from the key switch for added safety. When using a ramp, proceed with extreme caution, maintain firm footing and control of the machine at all times, and keep the grass deflector in the down position. If you need more specific guidance regarding your model, please let me know!"""
363,"""To change the engine oil in your lawn mower, first run the engine for 5 minutes to warm the oil, then park on a level surface, disengage the blade control, set the parking brake, shut off the engine, and wait for all moving parts to stop. Drain the old oil from the engine drain plug, and refill with fresh detergent oil (API service SF, SG, SH, SJ, or SL) to the proper viscosity and capacity specified for your engine model—typically around 2 liters with a filter change for common Kawasaki engines. After refilling, start the engine, move to a flat area, let it idle for a few minutes, shut it off, and recheck the oil level with the dipstick to ensure it reaches the Full mark. Always dispose of used oil responsibly at a recycling center."""
364,"""Hello, to remove the filters from your lawn mower, always ensure safety first by shutting off the engine, removing the key, and allowing the machine to cool completely. For specific filters like the air or fuel filter, please refer to your model's operator manual for the exact location and step-by-step removal instructions to avoid damage. If you can share your mower's model number, I can provide more precise guidance."""
365,"""To replace the mower belt, first park the machine on a level surface, disengage the blade-control switch (PTO), and engage the parking brake. Shut off the engine, remove the key, and wait for all moving parts to stop. Lower the mower deck to the 3-inch height, remove the belt covers, and use a 3/8-inch ratchet in the idler arm's square hole to relieve tension on the idler spring, then remove the old belt from the mower-deck pulleys and the clutch pulley. Install the new belt around the pulleys<PIC>, reattach the belt guide, restore the idler spring<PIC>, and reinstall the belt covers."", [""Manual23_100"", ""Manual23_101""]"
366,"""To set up control of your over-the-range microwave, you primarily use the control panel. Start by setting the clock using the ""Clock"" pad following the example in your manual. For customizing other defaults like beep sound, display speed, or changing defrost weight units<PIC> (from Lbs to Kg)<PIC>, use the ""Control Set-Up"" pad. These steps allow you to personalize the microwave's operation to your preferences. For tailored steps, please refer to the use and care manual for your specific model, such as HMV9302, HMV9305, HMV9306, and HMV9307."", [""Manual24_9"", ""Manual24_10""]"
367,"""To set the light timer on your over-the-range microwave, please press the ""Light Timer"" pad and use the number pads to schedule when you want the low light to turn on and off automatically. Once set, this light will cycle on and off at your chosen times each day until you reset it. <PIC> To cancel the timer or adjust the settings, simply repeat the initial setup steps or touch the ""Light HI/LO/OFF"" pad during its operation. <PIC>"", [""Manual24_11"", ""Manual24_12""]"
368,"""Hello! To set your favorite recipe, first program your desired cooking time and power level (the default is High power, but you can modify this). Then, touch the ""Favorite Recipe"" pad on the control panel to save that cooking instruction into memory. To recall and use your saved custom recipe later, simply touch the ""Favorite Recipe"" pad again to start cooking automatically<PIC><PIC>"", [""Manual24_16"", ""Manual24_17""]"
369,"""Hello! To reheat food in your over-the-range microwave, use the dedicated ""Reheat"" sensor function. Simply press the **Reheat** pad on the control panel, then select the food category <PIC> — you can choose from **Casserole**, **Dinner Plate**, or **Soup/Sauce** <PIC>. The microwave's sensor will automatically detect the humidity coming from the food and determine the optimal cooking time, so there's no need to manually set the time or power level. Once the cooking time is complete, you'll hear four beeps <PIC> and ""END"" will display. Be sure to place your food in a microwave-safe container and refer to your manual for recommended amounts for best results."", [""Manual24_29"", ""Manual24_30"", ""Manual24_31""]"
370,"""Hello! To use the Auto Defrost feature, press the Auto Defrost pad on the control panel, then select the food type (meat, poultry, or fish). Enter the net weight of your frozen food in pounds and tenths of a pound<PIC> using the number pads, and touch START. During the cycle, the microwave will beep to prompt you to open the door, turn or separate the food, and remove any thawed portions before resuming.

For best results, defrost only raw food taken directly from the freezer, and refer to the Auto Defrost Chart<PIC> in your manual for weight guidelines. You may also use the Weight Conversion Chart if your package weight is in fractions, and remember to shield fatty areas with small pieces of aluminum foil<PIC> if they start to cook too quickly."", [""Manual24_32"", ""Manual24_33"", ""Manual24_34""]"
371,"""To clean the grease filter, first remove it by sliding it to the side and pulling it downward until it drops out. You can then wash it in a dishwasher or soak it in hot water with a mild detergent; avoid using ammonia. <PIC> Rinse the filter thoroughly, shake it dry, and remember to reinstall it properly before using the oven hood. It's best to clean the grease filter at least once a month."", [""Manual24_49""]"
372,"""Hello! Here are the steps to replace the charcoal filter in your over-the-range microwave: First, unplug the oven or turn off the power at the main circuit breaker. Remove the two middle mounting screws from the vent grill<PIC>, tip the grill forward, and lift it out. Remove the old charcoal filter<PIC>, then slide the new filter into place. Reinstall the vent grill, secure the screws, and restore power. Finally, you'll need to reset the clock."", [""Manual24_51"", ""Manual24_52""]"
373,"""To replace the oven light in an over-the-range microwave, first unplug the oven or turn off power at the main power supply. Then, remove the light bulb cover and replace the bulb with a standard appliance bulb. Finally, secure the cover back in place and restore power."""
374,"""To set up a PCI Express 3.0 x16 slot, first install your graphics card by aligning it with the recommended slot (such as the PCIe 3.0 x16_1 in gray for optimal single-card performance)<PIC> and pressing firmly until it is fully seated. Secure the card to the chassis with a screw, then power on the system and configure any necessary BIOS settings, such as enabling the primary display output. Finally, install the appropriate software drivers for your graphics card to ensure proper functionality. Ensure your power supply provides sufficient wattage for stable operation, especially under high loads."", [""Manual25_31""]"
375,"""Hello! To set the motherboard jumpers, you should refer to Chapter 1.6, ""Jumpers,"" in your motherboard's user manual. This section provides specific descriptions, diagrams, and instructions for configuring each jumper on your particular model, such as the Clear RTC RAM (CLRTC) jumper for clearing CMOS settings.

For safe procedure, always disconnect the power cable from the electrical outlet before touching or changing any jumpers. The manual includes a detailed layout diagram showing the exact locations of all jumpers and connectors to help guide you. If you have a specific jumper in mind, I can provide more targeted guidance."""
376,"""To set the rear panel connectors of a motherboard, you need to orient the motherboard during installation so that the edge with the external ports (like USB, audio, and video outputs) faces the rear of the chassis. <PIC> <PIC> This positioning ensures that all the rear connectors are properly aligned and accessible through the back panel of your computer case. Always refer to your chassis layout and handle the motherboard carefully to avoid damage."", [""Manual25_52"", ""Manual25_53""]"
377,"""You can configure the onboard LEDs in the BIOS<PIC> under **Advanced > Onboard Devices Configuration**.<PIC> Look for items like ""Model Name LED Lighting"" where you can set it to Disabled, Still Mode, or Breathing Mode.

Alternatively, you can use the **LED Control** application within the **Ai Suite 3** software in Windows for similar adjustments."", [""Manual25_55"", ""Manual25_56""]"
378,"""You can update the motherboard's BIOS file using several methods. The easiest way is through the Windows-based **EZ Update** utility, which you can launch from the AI Suite 3 main menu to automatically check and install the latest BIOS version online.<PIC>

Alternatively, you can update directly from within the BIOS itself using **EZ Flash 3**. First, download the latest BIOS file to a FAT32-formatted USB flash drive. Then, restart and enter the Advanced Mode of the BIOS setup program, navigate to the Tool menu, select EZ Flash 3, and follow the prompts to update via USB or the internet.

For a DOS-based method, you can use the **BIOS Updater** tool. This involves preparing a USB drive with the BIOS file and the updater utility, booting into a DOS environment from the motherboard's support CD<PIC>, and running the updater command<PIC><PIC>.

**Important:** Never shut down or reset your computer during the BIOS update process. Always load the optimized BIOS defaults after the update to ensure system stability. If an update fails, you can use the CrashFree BIOS 3 recovery feature to restore the BIOS."", [""Manual25_60"", ""Manual25_62"", ""Manual25_63"", ""Manual25_64""]"
379,"""Hello! To create RAID on your motherboard, first connect your hard drives to the Intel SATA 6.0Gb/s connectors. <PIC> <PIC> <PIC> Then, enter the BIOS setup and change the 'SATA Mode Selection' to [RAID]. You can then use the EZ Tuning Wizard by pressing F11 to select RAID and choose a configuration type: ""Easy Backup"" for RAID 1/10 or ""Super Speed"" for RAID 0/5. <PIC> <PIC> <PIC> Follow the on-screen prompts to complete the setup and restart your system."", [""Manual25_48"", ""Manual25_49"", ""Manual25_72"", ""Manual25_73"", ""Manual25_74"", ""Manual25_75""]"
380,"""To install an operating system using a SATA ODD and USB devices, first prepare the OS installation source on a USB ODD or a USB storage device (8GB or more). Then, insert the motherboard's support DVD into the SATA ODD. Power on the system, press F8 during POST to access the boot screen<PIC>, and select the USB device as the boot option. The required USB 3.0 drivers will load automatically during setup<PIC>, after which you can follow the on-screen instructions to complete the installation."", [""Manual25_87"", ""Manual25_88""]"
381,"""To secure the motherboard to the chassis<PIC>, first place it with the edge containing the external ports facing the rear of the chassis<PIC>. Then, place nine screws into the designated screw holes to fasten the motherboard. Be careful not to over-tighten the screws, as this can damage the motherboard."", [""Manual25_6"", ""Manual25_7""]"
382,"""Hello! To prepare for CPU installation, first ensure all power cables are unplugged from the motherboard for safety. Then, verify your CPU is designed for the LGA1151 socket<PIC> and check that the protective PnP cap is present on the socket with no bent contacts. Please keep the PnP cap after installation, as it may be required for warranty service."", [""Manual25_9""]"
383,"""Hello! To learn about system memory support for a motherboard, you can refer to the product's user manual. Specifically, section 1.4 (""System Memory"") details the supported memory types, configurations, voltage requirements, and installation guidelines. It also includes compatibility notes and a Qualified Vendor List (QVL) to help you select compatible memory modules.

Key things to note are that this motherboard supports DDR4 memory, and for stability, it's recommended to keep DIMM voltage below 1.65V. The manual also provides recommendations for populating slots to enable dual-channel memory operation for optimal performance."""
384,"""Hello, I can provide information about the Serial port connector (10-1 pin COM) based on standard motherboard documentation. This connector is intended for a serial (COM) port. To use it, you need to connect the corresponding serial port module cable to this connector and then install the entire module into an available slot on the back of your computer case.<PIC> The COM module itself is typically a separate purchase.

Additionally, in the motherboard's BIOS settings, there is usually an option to enable or disable this serial port. You can find this under a menu like ""Onboard Devices Configuration,"" where you can also configure its base address and interrupt settings. For the exact location and pin layout, please refer to the specific section on internal connectors in your motherboard's user manual."", [""Manual25_39""]"
385,"""The TPM connector (14-1 pin TPM) is a motherboard interface designed to support a Trusted Platform Module (TPM) system. This connector allows you to securely store keys, digital certificates, passwords, and data, which helps enhance network security and protect your digital identity.<PIC>"", [""Manual25_40""]"
386,"""Hello! Based on our knowledge base, the Thermal sensor connector (2-pin T_SENSOR) is designed for connecting a thermistor cable, which allows you to monitor the temperature of your motherboard's critical components and any connected devices, helping ensure optimal system performance and thermal management.<PIC>"", [""Manual25_43""]"
387,"""Hello! To set quick release on your multi-use pressure cooker and air fryer, simply press the quick release button down until it clicks and locks into the Vent position<PIC>. This will release steam through the steam release valve<PIC>, and once the pressure is fully released, the float valve will drop."", [""multi-use_pressure_cooker_and_air_fryer_01"", ""Manual30_14""]"
388,"""To set the pressure cooking lid, align the symbols on your lid and the cooker base.<PIC> Lower the lid straight down onto the track,<PIC> then gently turn it clockwise until the symbols align again and you hear it lock into place. Always double-check that the lid is fully secured before starting any pressure cooking."", [""Manual30_4"", ""Manual30_5""]"
389,"""To set the float valve for your multi-use pressure cooker and air fryer, first ensure the lid is removed. Drop the narrow end of the float valve into the designated hole on the top of the lid. Then, place a finger on the flat top of the valve, turn the lid over, and firmly attach the silicone cap to its bottom. This is essential for creating a proper seal. Always confirm the float valve is securely installed and avoid touching it during operation for safety."""
390,"""The anti-block shield is a critical safety component on the pressure cooking lid. It prevents food particles from entering and blocking the steam release pipe, which is essential for safe pressure regulation.<PIC> You should always ensure it is clean and properly installed before each use to maintain the cooker's safety and performance."", [""Manual30_19""]"
391,"""Hello! To set the steam release valve for pressure cooking, simply use the quick release button on the pressure cooking lid. Press the button down until you hear a click and it locks into the ""Vent"" position;<PIC> this opens the valve to allow steam to be released;<PIC> For your safety, please remember that the steam release valve must never be covered or blocked while the appliance is operating."", [""Manual30_17"", ""multi-use_pressure_cooker_and_air_fryer_01""]"
392,"""Hello! To set the anti-block shield on your multi-use pressure cooker and air fryer, you should place it over the two prongs located on the inside of the pressure cooking lid<PIC>. Press it down firmly until it snaps securely into its position near the steam release valve<PIC>. Always ensure it is correctly installed and not clogged before use, as this is essential for safe pressure regulation and preventing steam blockage."", [""Manual30_4"", ""Manual30_5""]"
393,"""To install the silicone cap and float valve, first drop the narrow end of the float valve into the float valve hole on the top of the lid. Then, place one finger on the flat top of the float valve, turn the lid over, and firmly attach the silicone cap to the bottom of the float valve. Ensure both parts are securely in place before operating the pressure cooker.<PIC>"", [""Manual30_18""]"
394,"""To install the condensation collector, align the grooves on the collector with the tabs on the back of the cooker base and slide it into place<PIC> until it is securely attached. It should be installed before you begin cooking."", [""Manual30_39""]"
395,"""Hello, for your Multi-use pressure cooker and air fryer, to install the sealing ring, please follow these steps: First, ensure the sealing ring is wet and soapy for easier installation. Place the authorized sealing ring over the circular stainless-steel sealing ring rack inside the pressure cooking lid, then press it down firmly and evenly all the way around to prevent puckering.<PIC> A properly installed ring will be snug behind the rack and should not fall out if the lid is turned over.

Always inspect the ring and rack for damage before cooking, and remember to replace the ring every 12-18 months or sooner if stretched or worn to maintain a safe, airtight seal."", [""Manual30_31""]"
396,"""To remove the silicone sealing ring from your multi-use pressure cooker and air fryer, first ensure the appliance is unplugged and the lid is cool. Grip the edge of the silicone gasket and gently pull it out from behind the circular stainless-steel sealing ring rack on the lid's inner rim. The ring is easiest to remove when wet and soapy<PIC>; after removal, inspect the steel rack to ensure it is centered and even. Replace the sealing ring with an authorized one every 12-18 months or if you notice stretching, deformation, or damage."", [""Manual30_16""]"
397,"""The sealing ring is a crucial silicone component that creates an air-tight seal between the pressure cooking lid and the inner pot. It must be correctly installed before each use and checked regularly for damage, cuts, or deformation.

Keep in mind that silicone is porous and may absorb strong aromas, so having extra rings can help prevent flavor transfer between different dishes.<PIC>

For safety, only use authorized replacement sealing rings and replace it every 12-18 months, or sooner if it shows signs of stretching or damage."", [""Manual30_16""]"
398,"""Hello! The steam release valve is a critical safety component located on your pressure cooking lid. Its primary function is to safely control the release of pressurized steam from inside the cooker. During operation, especially when using the quick release method, a jet of steam will eject from the top of the valve—this is completely normal.<PIC> For safe operation, always use the quick release button to control the valve, keeping your hands and face safely away from the steam jet.<PIC> It is extremely important never to cover, block, or obstruct the valve in any way, as this can lead to dangerous pressure buildup. Before each use, inspect the valve and its pipe for any clogs. For cleaning, the valve can be easily removed by pulling it straight up off the steam release pipe and should be firmly pressed back into place afterwards.<PIC> Always ensure it is properly installed before using your cooker."", [""multi-use_pressure_cooker_and_air_fryer_02"", ""Manual30_14"", ""Manual30_15""]"
399,"""The quick release button on your multi-use pressure cooker and air fryer is a key control mechanism for safely managing steam release. When you press it down until it clicks, it locks into the Vent position, allowing steam to eject rapidly from the steam release valve<PIC>. This Quick Release method is ideal for quickly stopping the cooking process to preserve the texture of delicate ingredients like vegetables or seafood. Always ensure you keep your hands and face away from the steam path during this process."", [""Manual30_14""]"
400,"""Hello, thank you for your inquiry.

Natural Release (NR or NPR) is a venting method for your multi-use pressure cooker and air fryer where the appliance depressurizes gradually on its own as the internal temperature drops after cooking has stopped<PIC>. It is recommended for safely depressurizing the cooker after cooking high-starch foods like soups, stews, and pasta, or foods that expand during cooking such as beans and grains.

Is there anything else you would like to know about using your appliance?"", [""Manual30_9""]"
401,"""The robotic vacuum's anatomy includes essential components such as a dust bin for collecting debris, a rechargeable lithium-ion battery pack that powers the device, and a side brush that sweeps debris into the suction path. It comes with a charging dock (Home Base) for automatic recharging, and control is managed through the CLEAN button on the vacuum as well as a companion mobile app for scheduling, status indicators, and troubleshooting."""
402,"""The two primary modes available to tailor your vacuum's performance for different home cleaning needs are its **Standard Autonomous Cleaning Cycle** and the **SPOT CLEANING Mode**.

The standard cycle is for whole-home maintenance, while SPOT Cleaning allows you to place the robot directly on a localized area of debris for a more intense, spiral cleaning pattern."""
403,"""To properly empty the vacuum cleaner's bin, first press the bin release button to remove the bin from the unit<PIC>. Next, open the bin door to empty its contents into a trash container. If the full bin indicator turns on during cleaning, you can pause the job to empty the bin and then continue. Should the indicator light up but the bin isn't full, you may need to clean the full bin sensors."", [""Manual32_8""]"
404,"""To clean your vacuum cleaner filter, first remove it by grasping the yellow tab. Then, tap the filter firmly against the inside of your trash container to shake off any accumulated debris. When you're finished, reinsert the filter into its compartment, making sure the yellow tab is facing upward so the compartment door can close properly.<PIC><PIC>"", [""Manual32_11"", ""Manual32_12""]"
405,"""Hello! To clean the full bin sensors, first remove and empty the bin. Then, wipe the sensors inside the robot with a clean, dry cloth. Finally, wipe both the inner and outer sensor ports on the bin itself with a clean, dry cloth.<PIC> This will help ensure the sensors function properly."", [""Manual32_14""]"
406,"""Hello! To clean your vacuum's extractors, first press the yellow tabs to lift the frame and remove any blockages.<PIC> Then, take out the extractors, remove their caps, and clear away any hair or debris from the caps and metal axles.<PIC> Also, clean the square and hexagonal pegs<PIC> on the other side<PIC>, clear the vacuum path, and finally reinstall the extractors by matching the color-coded shapes to the icons on the cleaning head. Regular cleaning helps maintain optimal performance."", [""Manual32_19"", ""Manual32_20"", ""Manual32_21"", ""Manual32_22""]"
407,"""Hello! To properly clean the sensors and charging contacts on your vacuum cleaner, follow these steps:

**Cleaning the Sensors:**
Use a clean, dry cloth to gently wipe the sensors. Be careful not to spray any cleaning solution directly onto the sensors or their openings, as this could cause damage.<PIC>

**Cleaning the Charging Contacts:**
Wipe the charging contacts on both the vacuum and its Home Base with a clean, dry cloth. This helps maintain efficient charging and ensures reliable docking.<PIC>

Regular cleaning of these components will help prevent errors and keep your vacuum running at optimal performance. Is there anything else I can help you with?"", [""Manual32_16"", ""Manual32_17""]"
408,"""Hello! To correctly position your vacuum cleaner's home base, please place it in an open, uncluttered area following these distance guidelines: ensure at least 1.5 feet of clearance on each side of the unit, at least 4 feet of clear space in front, and position it at least 4 feet away from any stairs and at least 8 feet from any virtual wall barriers.<PIC> This allows for smooth docking and ensures the vacuum can operate efficiently. If you need further assistance, please let me know!"", [""Manual32_4""]"
409,"""To clean the front caster wheel, first pull it firmly to remove it<PIC>. Remove any debris from inside the wheel cavity, and if rotation is restricted, remove the wheel from its housing and push firmly to remove the axle to clear any wrapped hair or debris. Finally, reinstall all parts and ensure the wheel clicks securely back into place."", [""Manual32_15""]"
410,"""Hello! To clean the side brush, please use a coin or small screwdriver to remove the securing screw. <PIC> Then, remove the brush, clean both the brush itself and its post to remove any debris or hair, and make sure to reinstall it properly after cleaning."", [""Manual32_16""]"
411,"""The dual-mode virtual wall barrier controls where your vacuum can clean by creating boundaries. In Halo Mode (switch down), it creates a protective zone to prevent the vacuum from bumping into items like pet bowls or crossing into undesired areas. <PIC> In Virtual Wall Mode (switch up), it functions as an invisible wall to block openings up to 10 feet wide. <PIC>"", [""Manual32_4"", ""Manual32_5""]"
412,"""When the vacuum indicates a problem with a two-tone distress sound and a spoken message, the first step is to reboot it. Press and hold the CLEAN button for 10 seconds until all indicators illuminate, then release it; you will hear a tone confirming a successful reboot. For more detailed troubleshooting and support, you can also refer to the app."""
413,"""For T-rail mounting, first set the clip spacing using the dashed lines on the included mount plate template. Then, tighten the set screws on the T-rail clips with a 5/64"" (2 mm) hex key<PIC>. Next, attach the mount plate to the T-rail clips using the holes marked with a ""G""<PIC>. Finally, rotate and snap the clips onto the T-rail<PIC> until the black foam pads compress slightly<PIC>. This hardware is compatible with most 9/16"", 15/16"", or 1-1/2"" T-rails."", [""Manual33_11"", ""Manual33_12"", ""Manual33_13"", ""Manual33_14""]"
414,"""To power the camera, you can either charge the battery using the provided charger or, as an alternative, connect the camera directly to a household power outlet using the compatible AC power adapter kit."""
415,"""To use the brake, squeeze the brake lever toward the handlebar to stop the machine.<PIC> For the parking brake, squeeze the brake lever first, then push down the parking brake button while releasing the lever. Always set the parking brake before starting the engine, and never run the machine with the parking brake applied."", [""Manual34_39""]"
416,"""Hello, 

Before using your snowmobile, please first read the Owner's Manual completely and familiarize yourself with all controls and safety information. Essential preparation checks include verifying the proper operation of the throttle, brake, and steering, and always setting the parking brake before starting the engine. Be sure to warm up the engine sufficiently before riding<PIC>. Performing these checks each time ensures added safety and a more reliable machine."", [""Manual34_124""]"
417,"""Hello, here are the detailed steps to start your snowmobile engine:

1.  First, ensure the parking brake is set and the snowmobile is in a safe, clear area.
2.  Locate and turn the main switch to the ""ON"" position to power the electrical system.
3.  If the engine is cold, move the starter lever (choke) to the ""Open"" or ""Half-Open"" position as indicated for cold starting.
4.  For models with a recoil starter: Pull the starter rope slowly until it engages, then pull it briskly to start the engine.
5.  For models with an electric starter: Turn or push the starter switch/button to engage the starter motor.
6.  Once the engine starts, allow it to warm up. Gradually move the choke lever back to the ""Close"" position as the engine runs smoothly without stalling.<PIC>
7.  **Important Safety Warning:** After starting, always reinstall the drive guard and shroud, and avoid any contact with moving parts like the primary sheave."", [""Manual34_126""]"
418,"""Hello, a V-Belt Holder is a holder designed for storing a spare V-belt, intended for emergency use."""
419,"""To adjust the throttle cable on your snowmobile, first ensure the engine idle speed is correctly adjusted.<PIC><PIC><PIC> Then, loosen the adjuster locknut<PIC>, turn the adjuster in or out until the proper throttle lever free play is achieved<PIC><PIC><PIC>, and finally securely retighten the locknut<PIC>. Be sure the throttle outer cable is firmly seated and operates smoothly after the adjustment."", [""Manual34_145"", ""Manual34_146"", ""Manual34_147"", ""Manual34_148"", ""Manual34_149"", ""Manual34_150"", ""Manual34_151"", ""Manual34_152""]"
420,"""Hello! The steering system on the snowmobile is operated using the steering handlebar, which is connected to and controls the steering ski at the front of the vehicle. For safe operation, it is crucial to check the steering for proper function before every use as part of your pre-operation checks. Always ensure the steering moves freely and responds correctly to handlebar input before you begin riding."""
421,"""To turn your snowmobile correctly, approach the curve at a reduced speed and begin turning the handlebars in your desired direction.<PIC> As you execute the turn, put your weight onto the running board on the inside of the lean<PIC> and shift your upper body into the turn to maintain balance. It's best to first practice this technique at slow speeds in a large, flat, and obstacle-free area."", [""Manual34_129"", ""Manual34_127""]"
422,"""Hello! To properly ride uphill on a snowmobile, first accelerate gently before starting the climb to build momentum. As you ascend, reduce throttle slightly to prevent the track from spinning. Lean your body forward, and on steeper inclines, stand on the running boards while leaning over the handlebars to keep your weight uphill. Slow down as you near the crest and be ready to adjust for any obstacles or changes beyond the hill. If you cannot continue, do not spin the track; stop the engine, set the parking brake<PIC>, and carefully pivot the snowmobile to face downhill<PIC><PIC>. Please note that side hills and steep slopes are not recommended for beginners."", [""Manual34_128"", ""Manual34_129"", ""Manual34_127""]"
423,"""For riding downhill on a snowmobile, keep your speed to a minimum. Apply just enough throttle to keep the clutch engaged, which allows engine compression to help slow the machine and prevents it from rolling freely<PIC>. Apply the brake frequently with light pressure, but avoid excessive braking to prevent the track from locking and causing a loss of control."", [""Manual34_128""]"
424,"""Based on our manual, the correct technique for crossing a slope (side hilling) is to lean your body and shift your weight towards the uphill side of the snowmobile. A recommended position is to kneel with your downhill leg's knee on the seat and your uphill leg's foot on the running board to help shift your weight effectively. If the machine begins to slip sideways, steer into the direction of the slide until you regain balance<PIC>. If it starts to tip, steer downhill immediately, and if you cannot maintain control, dismount immediately on the uphill side for safety."", [""Manual34_128""]"
425,"""To inspect the spark plug, first park the snowmobile on a level surface and ensure the engine is off and cool. Clean the area around the spark plug base to prevent debris from entering the engine, then remove the plug using a spark plug wrench. Check the porcelain insulator around the center electrode; it should appear light tan or gray, indicating proper operation. A black coating suggests a dirty air cleaner<PIC>, while a very white color could indicate problems like an air leak. Always verify the electrode gap is set to 0.75 mm (0.030 inch)<PIC><PIC> and replace the plug if it is worn, oily, or cracked—do not clean it. When reinstalling, torque the spark plug to 28 Nm (20 ft-lb)<PIC><PIC><PIC>. This inspection is recommended every 100 hours of operation, and consult your dealer before changing the plug type."", [""Manual23_78"", ""Manual23_79"", ""Manual23_80"", ""Manual34_139"", ""Manual34_140"", ""Manual34_142""]"
426,"""Hello! To clean your snowmobile, first thoroughly clean both the interior and exterior to remove corrosive salts, acids, mud, and grime, using a suitable cleaner or mild soap. Be sure to rinse and dry the entire machine completely. For the engine area, clean the screen and check the spark arrester, and avoid pressure washing sensitive parts. Always refer to your specific model's owner's manual for detailed safety and maintenance procedures.<PIC>"", [""Manual34_163""]"
427,"""Hello! The best methods for memorizing channels using the manual program are to either use the MEMORY/ERASE button on your remote control for quick access or navigate through the on-screen MENU to manually select and store specific channels, with all steps confirmed via the on-screen display. <PIC> May I know if you need more specific guidance for your model?"", [""Manual35_4""]"
